Dept_Code,Dept_Name,Note,M&E_type,BCC_Replacement,Contract_Status,Vendor,Contract_No,Contract_Link,Project_Code,Project_Name,Object_Code,Object_Name,Object_Type,FY2027_Proposed,Fund_code,activity
00117000,Building Construction and Maintenance,,,,,,,,,,562000,Buildings,Capital Outlay,0.00,001,General Government
00112000,Recreation,,,,,,,,,,562000,Buildings,Capital Outlay,"30,000.00",001,Culture and Recreation
00107020,Procurement,,,,,,,,,,562000,Buildings,Capital Outlay,"50,000.00",001,General Government
00104000,Planning Short-Term Rental,Short-Term Rental,,,,,,,10639,Short-Term Rental,562000,Buildings,Capital Outlay,"100,000.00",001,General Government
11141010,Beach Operations,,,,,,,,,,512000,Regular Salaries & Wages,Personnel Services,"3,363,126.00",111,Economic Environment
11141010,Beach Operations,,,,,,,,,,521000,FICA Taxes & Medicare,Personnel Services,"260,117.00",111,Economic Environment
11141010,Beach Operations,Employer retirement contribution rates are established annually by the Florida Legislature in accordance with state law and are applied based on each employee's FRS membership class.,,,,,,,,,522000,Retirement Contributions,Personnel Services,"423,755.00",111,Economic Environment
11141010,Beach Operations,Employer contributions for employee life and health insurance are budgeted based on the County's adopted benefit plans and applicable coverage elections.,,,,,,,,,523000,Life & Health Insurance,Personnel Services,"879,831.00",111,Economic Environment
11141010,Beach Operations,US Highway 331 Median & Right-of-Way Maintenance,,,Active Contract,"Harper Landscaping, LLC",22-028,,,,534000,Other Services,Operating Expenditures,"455,000.00",111,Economic Environment
11141010,Beach Operations,SR 83 (US 331) Landscaping Improvements,,,Active Contract,"C&A Landscape Maintenance, LLC",25-26,https://www.mywaltonfl.gov/DocumentCenter/View/45339/Contract-25-26-Landscaping-Improvements-1,,,534000,Other Services,Operating Expenditures,"515,000.00",111,Economic Environment
11141010,Beach Operations,Highway 98 Median & Right-of-Way Maintenance,,,Active Contract,"ZIIC Outdoors, LLC",020-016,,,,534000,Other Services,Operating Expenditures,"300,000.00",111,Economic Environment
11141010,Beach Operations,"Workers' compensation premiums are budgeted based on employee classifications, payroll, and rates established by the County's workers' compensation insurance provider.",,,,,,,,,524000,Workers Compensation,Personnel Services,"64,870.00",111,Economic Environment
11141010,Beach Operations,Task Orders Services,,,Task Order Services,,,,,,531000,Professional Services,Operating Expenditures,"200,000.00",111,Economic Environment
11141010,Beach Operations,,,,,,,,,,534000,Other Services,Operating Expenditures,"916,625.00",111,Economic Environment
11141010,Beach Operations,,,,,,,,,,540000,Travel & Per Diem,Operating Expenditures,"7,875.00",111,Economic Environment
11141010,Beach Operations,,,,,,,,,,541000,Communication Services,Operating Expenditures,"114,150.00",111,Economic Environment
11141010,Beach Operations,,,,,,,,,,542000,Freight & Postage Services,Operating Expenditures,"3,150.00",111,Economic Environment
11141010,Beach Operations,,,,,,,,,,543000,Utility Services,Operating Expenditures,"273,000.00",111,Economic Environment
11141010,Beach Operations,,,,,,,,,,544000,Rentals & Leases,Operating Expenditures,"70,350.00",111,Economic Environment
11141010,Beach Operations,,,,,,,,,,546000,Repair & Maintenance,Operating Expenditures,"656,250.00",111,Economic Environment
11141010,Beach Operations,,,,,,,,,,546001,Tires,Operating Expenditures,"42,000.00",111,Economic Environment
11141010,Beach Operations,,,,,,,,,,546002,Vehicle Repairs,Operating Expenditures,"225,000.00",111,Economic Environment
11141010,Beach Operations,,,,,,,,,,547000,Printing & Binding,Operating Expenditures,"65,625.00",111,Economic Environment
00104000,Planning,,,,,,,,,,513000,Other Salaries & Wages,Personnel Services,"40,000.00",001,General Government
11040000,Housing & Urban Development,,,,,,,,,,549001,Vouchers Rent,Operating Expenditures,"2,600,000.00",110,Economic Environment
11141060,Marketing,General Fund Cost Allocation for services provide to special revenue fund,,,,,,,,,549006,Indirect Admin Allocation,Operating Expenditures,"224,827.00",111,Economic Environment
11141060,Marketing,,,,,,,,,,551000,Office Supplies,Operating Expenditures,600.00,111,Economic Environment
11141000,Tourism Administration,,,,,,,,,,552000,Operating Supplies,Operating Expenditures,"45,000.00",111,Economic Environment
10116002,Engineering Services,,,,,,,,,,552002,Fuel,Operating Expenditures,"20,000.00",101,Transportation
11141030,Sales and Visitors Center,,,,,,,,,,554000,Books Publications Subscriptions or Memberships,Operating Expenditures,"34,600.00",111,Economic Environment
11141020,Beach Renourishment,Beach Renourishment Task Order Services,,,Task Order Services,,,,,,531000,Professional Services,Operating Expenditures,"250,000.00",111,Economic Environment
11141010,Beach Operations,Dune Allen,,,,,,,10439,,563000,Infrastructure,Capital Outlay,0.00,111,Economic Environment
11141000,Tourism Administration,,,,,,,,,,551000,Office Supplies,Operating Expenditures,"2,000.00",111,Economic Environment
00110000,Veteran Services,,,,,,,,,,551000,Office Supplies,Operating Expenditures,500.00,001,Economic Environment
10116002,Engineering Services,,,,,,,,,,551000,Office Supplies,Operating Expenditures,"2,000.00",101,Transportation
11141010,Beach Operations,,,,,,,,,,552000,Operating Supplies,Operating Expenditures,"1,115,259.00",111,Economic Environment
00101000,Board of County Commissioners,District 1 Discretionary Funding,,,,,,,00001,,552000,Operating Supplies,Operating Expenditures,"25,000.00",001,General Government
11141010,Beach Operations,,,,,,,,10724,Boardwalk Dune Walkover Repair/Replacement,563000,Infrastructure,Capital Outlay,0.00,111,Economic Environment
00101000,Board of County Commissioners,"Salaries for County Commissioners are established by Florida law and are based on the county's population. The State sets a salary schedule and provides annual adjustments as required by law; the County does not independently determine these salary amounts. See Florida Statutes, Chapter 145, Section 145.031 for the salary formula and Chapter 145 for annual compensation provisions.",,,,,,,,,511000,Commissioner Salaries,Personnel Services,"411,860.00",001,General Government
00101000,Board of County Commissioners,"Funds staff who assist County Commissioners with constituent services, communications, and daily operations",,,,,,,,,512000,Regular Salaries & Wages,Personnel Services,"476,617.00",001,General Government
00101000,Board of County Commissioners,,,,,,,,,,512007,PTO Buyback,Personnel Services,"220,000.00",001,General Government
00101000,Board of County Commissioners,Summer Students Program and Merit increase for Board departments,,,,,,,,,513000,Other Salaries & Wages,Personnel Services,"200,000.00",001,General Government
00101000,Board of County Commissioners,Employer payroll taxes include the County's required contributions for Social Security (FICA) and Medicare. Contributions are budgeted using federally established tax rates applicable to eligible employee compensation.,,,,,,,,,521000,FICA Taxes & Medicare,Personnel Services,"60,789.00",001,General Government
00101000,Board of County Commissioners,Employer retirement contribution rates are established annually by the Florida Legislature in accordance with state law and are applied based on each employee's FRS membership class.,,,,,,,,,522000,Retirement Contributions,Personnel Services,"249,148.00",001,General Government
00101000,Board of County Commissioners,"Board and Constitutional Offices' share of health insurance costs for approximately 332 eligible retirees and beneficiaries, based on the most recent OPEB actuarial study.",,,,,,,,,523000,Life & Health Insurance,Personnel Services,"620,000.00",001,General Government
00101000,Board of County Commissioners,"Board and Constitutional Offices' share of funding for the Florida Retirement System Health Insurance Subsidy (HIS), which provides eligible retirees with a monthly benefit based on their years of creditable service.",,,,,,,,,523000,Life & Health Insurance,Personnel Services,"500,000.00",001,General Government
00101000,Board of County Commissioners,"Workers' compensation premiums are budgeted based on employee classifications, payroll, and rates established by the County's workers' compensation insurance provider.",,,,,,,,,524000,Workers Compensation,Personnel Services,875.00,001,General Government
00101000,Board of County Commissioners,County share of the State Unemployment Compensation Trust Fund ,,,,,,,,,525000,Unemployment Compensation,Personnel Services,"15,000.00",001,General Government
00101000,Board of County Commissioners,Professional & Technical Services,,,,,,,,,531000,Professional Services,Operating Expenditures,"236,900.00",001,General Government
00101000,Board of County Commissioners,OPEB/GASB 75 Valuation,,,Active Contract,McGriff Insurance Services,,https://www.mywaltonfl.gov/DocumentCenter/View/45305/OPEB-GASB-75-Valuation,,,531000,Professional Services,Operating Expenditures,"8,000.00",001,General Government
00101000,Board of County Commissioners,Financial Advisor Services for Debt Issuance,,,Active Contract,PFM Financial Advisors LLC,23-15,https://www.mywaltonfl.gov/DocumentCenter/View/45306/23-15-PFM-Financial-contract,,,531000,Professional Services,Operating Expenditures,"10,000.00",001,General Government
00101000,Board of County Commissioners,Employee Benefits Consultant,,,Active Contract,The Gehring Group,22-036,https://www.mywaltonfl.gov/DocumentCenter/View/45310/Gehring-Contract-22-036,,,531000,Professional Services,Operating Expenditures,"95,000.00",001,General Government
00101000,Board of County Commissioners,State Lobbyist (75/25 split with Tourist Fund),,,Active Contract,"Heffley & Associates, Inc.",25-28,https://www.mywaltonfl.gov/DocumentCenter/View/45313/Lobbying-Services-034,,,531000,Professional Services,Operating Expenditures,"66,000.00",001,General Government
00101000,Board of County Commissioners,Federal Lobbyist (50/50 split with Tourist Fund),,,New Procurement,,,,,,531000,Professional Services,Operating Expenditures,"48,000.00",001,General Government
00101000,Board of County Commissioners,Cost Allocation Service Study,,,Cooperative Agreement,"Maximus US Services, Inc",,https://www.mywaltonfl.gov/DocumentCenter/View/45332/Walton-County-FL-Cost-Allocation-Plan-Proposal-24A--25A---FINAL---2426-Rev,,,531000,Professional Services,Operating Expenditures,"11,100.00",001,General Government
00101000,Board of County Commissioners,Comprehensive Annual Financial Audit Services,,,Active Contract,"Carr, Riggs, & Ingram",,https://www.mywaltonfl.gov/DocumentCenter/View/45342/Walton-County-Engagement-Letter-FY2025-Audit,,,532000,Accounting & Auditing,Operating Expenditures,"310,000.00",001,General Government
00101000,Board of County Commissioners,Enhanced South Walton Right Away Landscaping Services (Portion paid by Tourist Fund),,,Active Contract,"Harper Landscaping, LLC",24-16A,https://www.mywaltonfl.gov/DocumentCenter/View/45307/24-16A-Harper-Landscaping-Agreement,,,534000,Other Services,Operating Expenditures,"500,000.00",001,General Government
00101000,Board of County Commissioners,Enhanced South Walton Right Away Landscaping Services (Portion paid by Tourist Fund),,,Active Contract,"ZIIC Outdoors, LLC",24-16B,https://www.mywaltonfl.gov/DocumentCenter/View/45312/ITB-24-16-Contract-24-16B-ZIIC,,,534000,Other Services,Operating Expenditures,"25,000.00",001,General Government
00101000,Board of County Commissioners,Enhanced South Walton Right Away Landscaping Services (Portion paid by Tourist Fund),,,Active Contract,"ZIIC Outdoors, LLC",24-16C,https://www.mywaltonfl.gov/DocumentCenter/View/45311/ITB-24-16-Contract--24-16C--ZIIC,,,534000,Other Services,Operating Expenditures,"650,000.00",001,General Government
00101000,Board of County Commissioners,,,,,,,,,,534000,Other Services,Operating Expenditures,"70,000.00",001,General Government
00101000,Board of County Commissioners,"County Website, ADA Website Compliance, Archive Services for Social Media, Public Records Software",,,Active Contract,CivicPlus,,,,,534000,Other Services,Operating Expenditures,"50,000.00",001,General Government
00101000,Board of County Commissioners,Commissioner and Board Agenda Management Software,,,Active Contract,iCompass,,,,,534000,Other Services,Operating Expenditures,"30,000.00",001,General Government
00101000,Board of County Commissioners,"Board ERP Finance, HR, Planning & Permit Software",,,Active Contract,Tyler Technologies,,https://www.mywaltonfl.gov/DocumentCenter/View/45325/Tyler-Technologies,,,534000,Other Services,Operating Expenditures,"420,000.00",001,General Government
00101000,Board of County Commissioners,State Mandated Juvenile Justice Department Contribution,,,State Mandate,,,,,,534000,Other Services,Operating Expenditures,"250,000.00",001,General Government
00101000,Board of County Commissioners,,,,,,,,,,540000,Travel & Per Diem,Operating Expenditures,"70,000.00",001,General Government
00101000,Board of County Commissioners,,,,,,,,,,541000,Communication Services,Operating Expenditures,"175,000.00",001,General Government
00101000,Board of County Commissioners,State Mandated TRIM notice mailed by the Property Appraiser,,,,,,,,,542000,Freight & Postage Services,Operating Expenditures,"80,000.00",001,General Government
00101000,Board of County Commissioners,,,,,,,,,,544000,Rentals & Leases,Operating Expenditures,"165,000.00",001,General Government
00101000,Board of County Commissioners,General Liability & Cyber Liability Coverage (FACT),,,,,,,,,545000,Insurance,Operating Expenditures,"2,000,000.00",001,General Government
00101000,Board of County Commissioners,"Auto, Property, & Workers Compensation Coverage (FMIT)",,,,,,,,,545000,Insurance,Operating Expenditures,"1,615,000.00",001,General Government
00101000,Board of County Commissioners,Freeport Business Complex Property Insurance,,,,,,,,,545000,Insurance,Operating Expenditures,"85,000.00",001,General Government
00101000,Board of County Commissioners,"Repairs to Courthouse and South Walton Annex, and other county maintained facilities",,,,,,,,,546000,Repair & Maintenance,Operating Expenditures,"100,000.00",001,General Government
00101000,Board of County Commissioners,,,,,,,,,,548000,Promotional Activities,Operating Expenditures,"20,000.00",001,General Government
11141030,Sales and Visitors Center,,,,,,,,13500,,548000,Promotional Activities,Operating Expenditures,"300,000.00",111,Economic Environment
11141030,Sales and Visitors Center,General Fund Cost Allocation for services provide to special revenue fund,,,,,,,,,549006,Indirect Admin Allocation,Operating Expenditures,"126,725.00",111,Economic Environment
00101000,Board of County Commissioners,District 2 Discretionary Funding,,,,,,,00002,,552000,Operating Supplies,Operating Expenditures,"25,000.00",001,General Government
10116001,Public Works,,,,,,,,,,553000,Road Materials & Supplies,Operating Expenditures,"2,538,400.00",101,Transportation
11141000,Tourism Administration,,,,,,,,,,554000,Books Publications Subscriptions or Memberships,Operating Expenditures,"122,000.00",111,Economic Environment
11141010,Beach Operations,,,,,,,,10725,Deer Lake Path Realignment,563000,Infrastructure,Capital Outlay,0.00,111,Economic Environment
11444000,Recreation Plat Fee,,,,,,,,,,563000,Infrastructure,Capital Outlay,"600,000.00",114,Culture and Recreation
11545000,Sidewalk,,,,,,,,,,563000,Infrastructure,Capital Outlay,"300,000.00",115,Transportation
11141010,Beach Operations,,,,,,,,10726,30A Gateway Improvements,563000,Infrastructure,Capital Outlay,"600,000.00",111,Economic Environment
10326000,Building Department,,,,,,,,,,512000,Regular Salaries & Wages,Personnel Services,"1,573,326.00",103,Public Safety
10326000,Building Department,,,,,,,,,,512007,PTO Buyback,Personnel Services,0.00,103,Public Safety
10326000,Building Department,,,,,,,,,,513000,Other Salaries & Wages,Personnel Services,"35,000.00",103,Public Safety
10326000,Building Department,,,,,,,,,,514000,Overtime,Personnel Services,"5,000.00",103,Public Safety
10326000,Building Department,Employer payroll taxes include the County's required contributions for Social Security (FICA) and Medicare. Contributions are budgeted using federally established tax rates applicable to eligible employee compensation.,,,,,,,,,521000,FICA Taxes & Medicare,Personnel Services,"118,982.00",103,Public Safety
10326000,Building Department,Employer retirement contribution rates are established annually by the Florida Legislature in accordance with state law and are applied based on each employee's FRS membership class.,,,,,,,,,522000,Retirement Contributions,Personnel Services,"219,552.00",103,Public Safety
10326000,Building Department,Employer contributions for employee life and health insurance are budgeted based on the County's adopted benefit plans and applicable coverage elections.,,,,,,,,,523000,Life & Health Insurance,Personnel Services,"343,453.00",103,Public Safety
10326000,Building Department,"Workers' compensation premiums are budgeted based on employee classifications, payroll, and rates established by the County's workers' compensation insurance provider.",,,,,,,,,524000,Workers Compensation,Personnel Services,"16,888.00",103,Public Safety
10326000,Building Department,,,,,,,,,,540000,Travel & Per Diem,Operating Expenditures,"4,000.00",103,Public Safety
10326000,Building Department,,,,,,,,,,541000,Communication Services,Operating Expenditures,"20,000.00",103,Public Safety
30047030,Capital Projects,,,,,,,,,,563000,Infrastructure,Capital Outlay,"25,035,734.00",300,Transportation
10326000,Building Department,,,,,,,,,,542000,Freight & Postage Services,Operating Expenditures,"2,500.00",103,Public Safety
10326000,Building Department,,,,,,,,,,543000,Utility Services,Operating Expenditures,"40,000.00",103,Public Safety
10326000,Building Department,,,,,,,,,,544000,Rentals & Leases,Operating Expenditures,"30,000.00",103,Public Safety
10326000,Building Department,,,,,,,,,,546000,Repair & Maintenance,Operating Expenditures,"35,000.00",103,Public Safety
10326000,Building Department,,,,,,,,,,546001,Tires,Operating Expenditures,"3,000.00",103,Public Safety
10326000,Building Department,,,,,,,,,,547000,Printing & Binding,Operating Expenditures,"5,000.00",103,Public Safety
11040000,Housing & Urban Development,,,,,,,,,,549002,Vouchers Utilities,Operating Expenditures,"25,000.00",110,Economic Environment
11141000,Tourism Administration,General Fund Cost Allocation for services provide to special revenue fund,,,,,,,,,549006,Indirect Admin Allocation,Operating Expenditures,"1,054,085.00",111,Economic Environment
00101000,Board of County Commissioners,District 3 Discretionary Funding,,,,,,,00003,,552000,Operating Supplies,Operating Expenditures,"25,000.00",001,General Government
00110000,Veteran Services,,,,,,,,,,552000,Operating Supplies,Operating Expenditures,"3,276.00",001,Economic Environment
00101000,Board of County Commissioners,Settlements and unanticipated items,,,,,,,,,530000,Operating Expenses and Budget,Operating Expenditures,"100,000.00",001,General Government
10116001,Public Works,,,,,,,,,,553001,In-House Road Material,Operating Expenditures,"1,376,000.00",101,Transportation
00110000,Veteran Services,,,,,,,,,,554000,Books Publications Subscriptions or Memberships,Operating Expenditures,"4,500.00",001,Economic Environment
11141090,Beach Tram,,,,,,,,10400,,563000,Infrastructure,Capital Outlay,0.00,111,Economic Environment
00106000,Human Resources,,,,,,,,,,555001,Employee Tuition Reimbursement,Operating Expenditures,"30,000.00",001,General Government
00101030,Clerk of Court,,,,,,,,,,560000,Capital Outlay Budget,Capital Outlay,"120,000.00",001,General Government
11141020,Beach Renourishment,,,,,,,,,,563000,Infrastructure,Capital Outlay,"10,750,000.00",111,Economic Environment
00101000,Board of County Commissioners,Managed Vendor Program Revenue set aside by the Board for future program needs or Board-approved purposes,,,,,,,10647,,563000,Infrastructure,Capital Outlay,"1,530,000.00",001,General Government
00101000,Board of County Commissioners,"Funds for audio-visual and security upgrades in County boardrooms to improve functionality, reliability, and safety",,,,,,,10030,,552000,Operating Supplies,Operating Expenditures,"75,000.00",001,General Government
00101000,Board of County Commissioners,Funds capital improvement projects identified and approved by the Board,,,,,,,,,563000,Infrastructure,Capital Outlay,"75,000.00",001,General Government
00112020,Board of County Commissioners,"Funds capital improvements supported by vessel registration fees for public boat ramps, docks, waterway access, and other eligible boating-related projects.",,,,,,,,,563000,Infrastructure,Capital Outlay,"100,000.00",001,Culture and Recreation
00111000,State Fire,,,,,,,,,,581000,Aid to Government Agencies,Grants and Aid,"32,790.00",001,Public Safety
00102012,Human Services,Statutory & Other,,,,,,,10259,Medicaid Services,581000,Aid to Government Agencies,Grants and Aid,"1,243,475.00",001,Human Services
00102012,Human Services,Statutory & Other,,,,,,,10260,Health Care Response (HCRA),581000,Aid to Government Agencies,Grants and Aid,"100,000.00",001,Human Services
00102012,Human Services,Statutory & Other,,,,,,,,DeFuniak Community Redevelopment Agency,581000,Aid to Government Agencies,Grants and Aid,"767,938.00",001,Human Services
00102019,Volunteer Fire,Statutory & Other,,,,,,,10277,Liberty Volunteer Fire Department,581000,Aid to Government Agencies,Grants and Aid,"175,000.00",001,Public Safety
00102019,Volunteer Fire,Statutory & Other,,,,,,,10278,Argyle Volunteer Fire Department,581000,Aid to Government Agencies,Grants and Aid,"175,000.00",001,Public Safety
00102012,Walton County Health Department,,,,,,,,10255,Walton County Health Department,581000,Aid to Government Agencies,Grants and Aid,"1,724,397.00",001,Human Services
00102012,Human Services,Statutory & Other,,,,,,,10760,Opioid Settlement Year 4,581000,Aid to Government Agencies,Grants and Aid,"186,119.00",001,Human Services
00102012,Human Services,Statutory & Other,,,,,,,10732,15% Opioid Settlement Year 4,581000,Aid to Government Agencies,Grants and Aid,"68,768.00",001,Human Services
00101000,Board of County Commissioners,Health Department Storage Unit,,,,,,,1,,581001,Aid to Government Agencies,Grants and Aid,"5,000.00",001,General Government
00113000,Extension Office,,,,,,,,,,582000,Aid to Private Organizations,Grants and Aid,"3,000.00",001,Physical Environment
00102011,Economic Development Alliance,Statutory & Other,,,,,,,10257,Economic Development Alliance,582000,Aid to Private Organizations,Grants and Aid,"421,444.00",001,Economic Environment
00102016,Gulf Coast Kid's House,Statutory & Other,,,,,,,10251,Gulf Coast Kid's House,582000,Aid to Private Organizations,Grants and Aid,"98,100.00",001,Human Services
00102017,Culture and Recreation (Senior Centers & Mainstreet),Statutory & Other,,,,,,,10253,DeFuniak Springs Interlocal (Life Enrichment Center),582000,Aid to Private Organizations,Grants and Aid,"42,000.00",001,Culture and Recreation
00102014,Non-Profit Funding Program,,,,,,,,10261,,583000,Other Grants & Aid,Grants and Aid,"450,000.00",001,Human Services
00102014,Indigent Cremation Program,Statutory & Other,,,,,,,,Indigent Cremation Program,583000,Other Grants & Aid,Grants and Aid,"50,000.00",001,Human Services
50350000,Self-Insurance Expenses,,,,,,,,,,590000,Other Uses Budget,Other Uses,0.00,503,General Government
00101040,Circuit Court,,,,,,,,,,510000,Personnel Services Budget,Personnel Services,"187,097.00",001,Court Related Cost
00101040,Circuit Court,,,,,,,,,,512000,Regular Salaries & Wages,Personnel Services,"25,275.00",001,Court Related Cost
00101040,Circuit Court,Employer payroll taxes include the County's required contributions for Social Security (FICA) and Medicare. Contributions are budgeted using federally established tax rates applicable to eligible employee compensation.,,,,,,,,,521000,FICA Taxes & Medicare,Personnel Services,"1,934.00",001,Court Related Cost
00101040,Circuit Court,Employer retirement contribution rates are established annually by the Florida Legislature in accordance with state law and are applied based on each employee's FRS membership class.,,,,,,,,,522000,Retirement Contributions,Personnel Services,"3,379.00",001,Court Related Cost
00101040,Circuit Court,Employer contributions for employee life and health insurance are budgeted based on the County's adopted benefit plans and applicable coverage elections.,,,,,,,,,523000,Life & Health Insurance,Personnel Services,"6,353.00",001,Court Related Cost
00101040,Circuit Court,"Workers' compensation premiums are budgeted based on employee classifications, payroll, and rates established by the County's workers' compensation insurance provider.",,,,,,,,,524000,Workers Compensation,Personnel Services,55.00,001,Court Related Cost
00101040,Circuit Court,,,,,,,,,,535000,Investigations,Operating Expenditures,"10,400.00",001,Court Related Cost
00101040,Circuit Court,,,,,,,,,,541000,Communication Services,Operating Expenditures,"1,000.00",001,Court Related Cost
00101040,Circuit Court,,,,,,,,,,544000,Rentals & Leases,Operating Expenditures,"5,000.00",001,Court Related Cost
00101000,Board of County Commissioners,District 4 Discretionary Funding,,,,,,,00004,,552000,Operating Supplies,Operating Expenditures,"25,000.00",001,General Government
00101030,Clerk of Court,,,,,,,,,,510000,Personnel Services Budget,Personnel Services,"4,905,230.00",001,General Government
00101030,Clerk of Court,,,,,,,,,,530000,Operating Expenses and Budget,Operating Expenditures,"1,845,945.00",001,General Government
11141030,Sales and Visitors Center,,,,,,,,,,555000,Training,Operating Expenditures,"28,500.00",111,Economic Environment
00102030,Code Compliance Beach,,,,,,,,BEACH,Beach Code,512000,Regular Salaries & Wages,Personnel Services,"1,727,550.00",001,Public Safety
00102030,Code Compliance Beach,Employer payroll taxes include the County's required contributions for Social Security (FICA) and Medicare. Contributions are budgeted using federally established tax rates applicable to eligible employee compensation.,,,,,,,BEACH,Beach Code,521000,FICA Taxes & Medicare,Personnel Services,"107,487.00",001,Public Safety
00102030,Code Compliance Beach,Employer retirement contribution rates are established annually by the Florida Legislature in accordance with state law and are applied based on each employee's FRS membership class.,,,,,,,BEACH,Beach Code,522000,Retirement Contributions,Personnel Services,"196,676.00",001,Public Safety
00102030,Code Compliance Beach,Employer contributions for employee life and health insurance are budgeted based on the County's adopted benefit plans and applicable coverage elections.,,,,,,,BEACH,Beach Code,523000,Life & Health Insurance,Personnel Services,"373,317.00",001,Public Safety
00102030,Code Compliance Beach,"Workers' compensation premiums are budgeted based on employee classifications, payroll, and rates established by the County's workers' compensation insurance provider.",,,,,,,BEACH,Beach Code,524000,Workers Compensation,Personnel Services,"27,081.00",001,Public Safety
00102030,Code Compliance,,,,,,,,,,512000,Regular Salaries & Wages,Personnel Services,"874,137.00",001,Public Safety
00102030,Code Compliance,,,,,,,,,,512007,PTO Buyback,Personnel Services,0.00,001,Public Safety
00117000,Building Construction and Maintenance,Elevator Maintenance Contract,,,Active Contract,KONE,,https://www.mywaltonfl.gov/DocumentCenter/View/45326/Kone-Inc,,,546000,Repair & Maintenance,Operating Expenditures,"25,000.00",001,General Government
00117000,Building Construction and Maintenance,"Repair, Inspection & Service of Fire Protection",,,,,,,,,546000,Repair & Maintenance,Operating Expenditures,"40,000.00",001,General Government
00102030,Code Compliance Beach,,,,,,,,BEACH,Beach Code,513000,Other Salaries & Wages,Personnel Services,"416,000.00",001,Public Safety
00102030,Code Compliance,,,,,,,,,,514000,Overtime,Personnel Services,"2,000.00",001,Public Safety
00117000,Building Construction and Maintenance,Splash Pad Maintenance & Water Testing Services,,,,,,,,,552000,Operating Supplies,Operating Expenditures,"15,000.00",001,General Government
00102030,Code Compliance,Employer payroll taxes include the County's required contributions for Social Security (FICA) and Medicare. Contributions are budgeted using federally established tax rates applicable to eligible employee compensation.,,,,,,,,,521000,FICA Taxes & Medicare,Personnel Services,"88,713.00",001,Public Safety
00102030,Code Compliance,Employer retirement contribution rates are established annually by the Florida Legislature in accordance with state law and are applied based on each employee's FRS membership class.,,,,,,,,,522000,Retirement Contributions,Personnel Services,"163,248.00",001,Public Safety
00102030,Code Compliance,Employer contributions for employee life and health insurance are budgeted based on the County's adopted benefit plans and applicable coverage elections.,,,,,,,,,523000,Life & Health Insurance,Personnel Services,"272,662.00",001,Public Safety
00102030,Code Compliance,"Workers' compensation premiums are budgeted based on employee classifications, payroll, and rates established by the County's workers' compensation insurance provider.",,,,,,,,,524000,Workers Compensation,Personnel Services,"11,873.00",001,Public Safety
00117000,Building Construction and Maintenance,Pest Management Services,,,Cooperative Agreement,Terminix,23-1732,https://www.mywaltonfl.gov/DocumentCenter/View/45327/Terminix,,,534000,Other Services,Operating Expenditures,"45,000.00",001,General Government
00102030,Code Compliance,,,,,,,,,,540000,Travel & Per Diem,Operating Expenditures,"4,000.00",001,Public Safety
00102030,Code Compliance,,,,,,,,,,541000,Communication Services,Operating Expenditures,"46,000.00",001,Public Safety
00102030,Code Compliance,,,,,,,,,,542000,Freight & Postage Services,Operating Expenditures,"13,000.00",001,Public Safety
00102030,Code Compliance,,,,,,,,,,544000,Rentals & Leases,Operating Expenditures,"11,000.00",001,Public Safety
00102030,Code Compliance,,,,,,,,,,546000,Repair & Maintenance,Operating Expenditures,"30,000.00",001,Public Safety
00102030,Code Compliance,,,,,,,,,,546001,Tires,Operating Expenditures,"10,000.00",001,Public Safety
00102030,Code Compliance,,,,,,,,,,547000,Printing & Binding,Operating Expenditures,"6,000.00",001,Public Safety
11141030,Sales and Visitors Center,,,,,,,,,,548000,Promotional Activities,Operating Expenditures,"325,500.00",111,Economic Environment
11141000,Tourism Administration,Clerk TDT Commission based on collections,,,,,,,,,549007,Clerk TDT Commission,Operating Expenditures,"800,000.00",111,Economic Environment
00101000,Board of County Commissioners,District 5 Discretionary Funding,,,,,,,00005,,552000,Operating Supplies,Operating Expenditures,"25,000.00",001,General Government
10116002,Engineering Services,,,,,,,,,,552000,Operating Supplies,Operating Expenditures,"32,500.00",101,Transportation
10116001,Public Works,,,,,,,,,,553002,Road Signs,Operating Expenditures,"110,000.00",101,Transportation
10116002,Engineering Services,,,,,,,,,,554000,Books Publications Subscriptions or Memberships,Operating Expenditures,"25,000.00",101,Transportation
00102000,County Administration,,,,,,,,,,512000,Regular Salaries & Wages,Personnel Services,"1,429,186.00",001,General Government
00102000,County Administration,,,,,,,,,,512007,PTO Buyback,Personnel Services,0.00,001,General Government
00102000,County Administration,,,,,,,,,,514000,Overtime,Personnel Services,"1,000.00",001,General Government
00102000,County Administration,Employer payroll taxes include the County's required contributions for Social Security (FICA) and Medicare. Contributions are budgeted using federally established tax rates applicable to eligible employee compensation.,,,,,,,,,521000,FICA Taxes & Medicare,Personnel Services,"106,573.00",001,General Government
00102000,County Administration,Employer retirement contribution rates are established annually by the Florida Legislature in accordance with state law and are applied based on each employee's FRS membership class.,,,,,,,,,522000,Retirement Contributions,Personnel Services,"270,237.00",001,General Government
00102000,County Administration,Employer contributions for employee life and health insurance are budgeted based on the County's adopted benefit plans and applicable coverage elections.,,,,,,,,,523000,Life & Health Insurance,Personnel Services,"250,676.00",001,General Government
00102000,County Administration,"Workers' compensation premiums are budgeted based on employee classifications, payroll, and rates established by the County's workers' compensation insurance provider.",,,,,,,,,524000,Workers Compensation,Personnel Services,"3,367.00",001,General Government
