Dept_Code,Dept_Name,Note,M&E_type,BCC_Replacement,Contract_Status,Vendor,Contract_No,Contract_Link,Project_Code,Project_Name,Object_Code,Object_Name,Object_Type,FY2027_Proposed,Fund_code,activity
11141040,Communications,,,,,,,,,,549000,Other Current Charges,Operating Expenditures,"13,250.00",111,Economic Environment
11141030,Sales and Visitors Center,,,,,,,,,,549000,Other Current Charges,Operating Expenditures,"5,000.00",111,Economic Environment
11141000,Tourism Administration,,,,,,,,,,549000,Other Current Charges,Operating Expenditures,"2,500.00",111,Economic Environment
50350000,Self-Insurance Expenses,,,,,,,,,,549000,Other Current Charges,Operating Expenditures,"2,300,000.00",503,General Government
00112040,Eagle Springs Grill,,,,,,,,,,551000,Office Supplies,Operating Expenditures,300.00,001,Culture and Recreation
00117000,Building Construction and Maintenance,ADA Facility Upgrades,,,,,,,10466,ADA Facility Upgrades,552000,Operating Supplies,Operating Expenditures,"200,000.00",001,General Government
00112010,Eagle Springs Golf and Recreation Center,,,,,,,,,,552002,Fuel,Operating Expenditures,"12,000.00",001,Culture and Recreation
00119000,Environmental Services,,,,,,,,,,554000,Books Publications Subscriptions or Memberships,Operating Expenditures,"2,500.00",001,Physical Environment
00119000,Environmental Services,,,,,,,,,,555000,Training,Operating Expenditures,"8,000.00",001,Physical Environment
11040010,Housing & Urban Development,,,,,,,,,,512000,Regular Salaries & Wages,Personnel Services,"50,047.00",110,Economic Environment
11040010,Housing & Urban Development,Employer payroll taxes include the County's required contributions for Social Security (FICA) and Medicare. Contributions are budgeted using federally established tax rates applicable to eligible employee compensation.,,,,,,,,,521000,FICA Taxes & Medicare,Personnel Services,"3,829.00",110,Economic Environment
11040010,Housing & Urban Development,Employer retirement contribution rates are established annually by the Florida Legislature in accordance with state law and are applied based on each employee's FRS membership class.,,,,,,,,,522000,Retirement Contributions,Personnel Services,"6,818.00",110,Economic Environment
11040010,Housing & Urban Development,Employer contributions for employee life and health insurance are budgeted based on the County's adopted benefit plans and applicable coverage elections.,,,,,,,,,523000,Life & Health Insurance,Personnel Services,"13,331.00",110,Economic Environment
11040010,Housing & Urban Development,"Workers' compensation premiums are budgeted based on employee classifications, payroll, and rates established by the County's workers' compensation insurance provider.",,,,,,,,,524000,Workers Compensation,Personnel Services,56.00,110,Economic Environment
00106000,Human Resources,,,,,,,,,,512000,Regular Salaries & Wages,Personnel Services,"836,015.00",001,General Government
00106000,Human Resources,,,,,,,,,,512007,PTO Buyback,Personnel Services,0.00,001,General Government
00106000,Human Resources,Employer payroll taxes include the County's required contributions for Social Security (FICA) and Medicare. Contributions are budgeted using federally established tax rates applicable to eligible employee compensation.,,,,,,,,,521000,FICA Taxes & Medicare,Personnel Services,"63,956.00",001,General Government
00106000,Human Resources,Employer retirement contribution rates are established annually by the Florida Legislature in accordance with state law and are applied based on each employee's FRS membership class.,,,,,,,,,522000,Retirement Contributions,Personnel Services,"140,993.00",001,General Government
00106000,Human Resources,Employer contributions for employee life and health insurance are budgeted based on the County's adopted benefit plans and applicable coverage elections.,,,,,,,,,523000,Life & Health Insurance,Personnel Services,"214,499.00",001,General Government
00106000,Human Resources,"Workers' compensation premiums are budgeted based on employee classifications, payroll, and rates established by the County's workers' compensation insurance provider.",,,,,,,,,524000,Workers Compensation,Personnel Services,920.00,001,General Government
00119000,Environmental Services,CBA Coastal Dune Lake Water Quality Contract,,,Active Contract,Choctawhatchee Basin Alliance,,https://www.mywaltonfl.gov/DocumentCenter/View/45344/2025-2029-CBA-of-NWFSC-Interlocal-Agreement,,,534000,Other Services,Operating Expenditures,"26,875.00",001,Physical Environment
00106000,Human Resources,,,,,,,,,,540000,Travel & Per Diem,Operating Expenditures,"10,653.00",001,General Government
00106000,Human Resources,,,,,,,,,,541000,Communication Services,Operating Expenditures,"9,000.00",001,General Government
00106000,Human Resources,,,,,,,,,,542000,Freight & Postage Services,Operating Expenditures,"1,000.00",001,General Government
00106000,Human Resources,,,,,,,,,,544000,Rentals & Leases,Operating Expenditures,"5,000.00",001,General Government
00106000,Human Resources,,,,,,,,,,546000,Repair & Maintenance,Operating Expenditures,"2,000.00",001,General Government
00113000,Extension Office,,,,,,,,,,551000,Office Supplies,Operating Expenditures,"1,500.00",001,Physical Environment
00117000,Building Construction and Maintenance,,,,,,,,,,552000,Operating Supplies,Operating Expenditures,"685,000.00",001,General Government
00111001,Emergency Management,,,,,,,,,,552002,Fuel,Operating Expenditures,"15,000.00",001,Public Safety
00113000,Extension Office,,,,,,,,,,554000,Books Publications Subscriptions or Memberships,Operating Expenditures,"1,000.00",001,Physical Environment
00113000,Extension Office,,,,,,,,,,555000,Training,Operating Expenditures,"4,000.00",001,Physical Environment
11141060,Marketing,,,,,,,,,,555000,Training,Operating Expenditures,"13,000.00",111,Economic Environment
11141010,Beach Operations,20' Trailer - Replacement,Equipment,4369,,,,,,,564000,Machinery & Equipment,Capital Outlay,"9,000.00",111,Economic Environment
00108000,Libraries,,,,,,,,,,512000,Regular Salaries & Wages,Personnel Services,"1,122,091.00",001,Culture and Recreation
00108000,Libraries,,,,,,,,,,512007,PTO Buyback,Personnel Services,0.00,001,Culture and Recreation
00108000,Libraries,Employer payroll taxes include the County's required contributions for Social Security (FICA) and Medicare. Contributions are budgeted using federally established tax rates applicable to eligible employee compensation.,,,,,,,,,521000,FICA Taxes & Medicare,Personnel Services,"85,458.00",001,Culture and Recreation
00108000,Libraries,Employer retirement contribution rates are established annually by the Florida Legislature in accordance with state law and are applied based on each employee's FRS membership class.,,,,,,,,,522000,Retirement Contributions,Personnel Services,"137,559.00",001,Culture and Recreation
00108000,Libraries,Employer contributions for employee life and health insurance are budgeted based on the County's adopted benefit plans and applicable coverage elections.,,,,,,,,,523000,Life & Health Insurance,Personnel Services,"279,318.00",001,Culture and Recreation
00108000,Libraries,"Workers' compensation premiums are budgeted based on employee classifications, payroll, and rates established by the County's workers' compensation insurance provider.",,,,,,,,,524000,Workers Compensation,Personnel Services,"1,229.00",001,Culture and Recreation
00108000,Libraries,"Annual conference travel for Association of Bookmobile and Outreach Services (Outreach Coordinator), Technology and Computers in Libraries (Technology Specialist), Association of Rural and Small Libraries (Branch Manager), Florida Library Directors Annual Meeting (Library Director) and Florida Library Association (Branch Manager x2 and Library Director) or similar",,,,,,,,,540000,Travel & Per Diem,Operating Expenditures,"9,000.00",001,Culture and Recreation
00108000,Libraries,"Additional cost for E-rate internet services for the Teen Library ($4,800)",,,,,,,,,541000,Communication Services,Operating Expenditures,"65,000.00",001,Culture and Recreation
00108000,Libraries,"ILL shipping funded in part by state library, decreasing our costs",,,,,,,,,542000,Freight & Postage Services,Operating Expenditures,"2,000.00",001,Culture and Recreation
00108000,Libraries,,,,,,,,,,543000,Utility Services,Operating Expenditures,"44,000.00",001,Culture and Recreation
00108000,Libraries,,,,,,,,,,544000,Rentals & Leases,Operating Expenditures,"16,500.00",001,Culture and Recreation
00108000,Libraries,,,,,,,,,,546000,Repair & Maintenance,Operating Expenditures,"5,000.00",001,Culture and Recreation
00108000,Libraries,,,,,,,,,,547000,Printing & Binding,Operating Expenditures,"3,000.00",001,Culture and Recreation
00108000,Libraries,,,,,,,,,,548000,Promotional Activities,Operating Expenditures,"3,000.00",001,Culture and Recreation
00112040,Eagle Springs Grill,,,,,,,,,,549000,Other Current Charges,Operating Expenditures,"10,000.00",001,Culture and Recreation
00117000,Building Construction and Maintenance,,,,,,,,,,551000,Office Supplies,Operating Expenditures,800.00,001,General Government
00105000,Geographic Info Systems,,,,,,,,,,552000,Operating Supplies,Operating Expenditures,"20,800.00",001,General Government
00119000,Environmental Services,,,,,,,,,,552002,Fuel,Operating Expenditures,"4,500.00",001,Physical Environment
00117000,Building Construction and Maintenance,,,,,,,,,,554000,Books Publications Subscriptions or Memberships,Operating Expenditures,"3,750.00",001,General Government
00117000,Building Construction and Maintenance,,,,,,,,,,555000,Training,Operating Expenditures,"1,000.00",001,General Government
11141010,Beach Operations,16' utility trailer - Replacement,Equipment,3963,,,,,,,564000,Machinery & Equipment,Capital Outlay,"5,000.00",111,Economic Environment
00101070,Medical Examiner,,,,,,,,10345,MEDICAL EXAMINER FACILITY,531000,Professional Services,Operating Expenditures,0.00,001,Public Safety
00101070,Medical Examiner,,,,,,,,,,531000,Professional Services,Operating Expenditures,"881,930.00",001,Public Safety
10528000,Mosquito Control,,,,,,,,,,512000,Regular Salaries & Wages,Personnel Services,"430,420.00",105,Human Services
10528000,Mosquito Control,,,,,,,,,,512007,PTO Buyback,Personnel Services,"5,000.00",105,Human Services
00105000,Geographic Info Systems,"Computer Peripherals (6 positions) (Keyboards/Mice/Monitors/UPS/Storage Devices, Desktop Printers) ",,,,,,,,,552000,Operating Supplies,Operating Expenditures,"11,500.00",001,General Government
00105000,Geographic Info Systems,2 Desktop Workstation Computers to replace out of warranty,,,,,,,,,552000,Operating Supplies,Operating Expenditures,"10,000.00",001,General Government
10528000,Mosquito Control,,,,,,,,,,513000,Other Salaries & Wages,Personnel Services,"10,000.00",105,Human Services
00105000,Geographic Info Systems,Enterprise GIS Software & Mapping Services,,,Active Contract,Environmental Systems Research Institute (ESRI),,,,,554000,Books Publications Subscriptions or Memberships,Operating Expenditures,"60,300.00",001,General Government
10528000,Mosquito Control,Employer payroll taxes include the County's required contributions for Social Security (FICA) and Medicare. Contributions are budgeted using federally established tax rates applicable to eligible employee compensation.,,,,,,,,,521000,FICA Taxes & Medicare,Personnel Services,"33,064.00",105,Human Services
10528000,Mosquito Control,Employer retirement contribution rates are established annually by the Florida Legislature in accordance with state law and are applied based on each employee's FRS membership class.,,,,,,,,,522000,Retirement Contributions,Personnel Services,"64,843.00",105,Human Services
10528000,Mosquito Control,Employer contributions for employee life and health insurance are budgeted based on the County's adopted benefit plans and applicable coverage elections.,,,,,,,,,523000,Life & Health Insurance,Personnel Services,"117,773.00",105,Human Services
10528000,Mosquito Control,"Workers' compensation premiums are budgeted based on employee classifications, payroll, and rates established by the County's workers' compensation insurance provider.",,,,,,,,,524000,Workers Compensation,Personnel Services,"12,338.00",105,Human Services
00119000,Environmental Services,Choctawhatchee Bay Estuary Program,,,,,,,,,534000,Other Services,Operating Expenditures,"50,000.00",001,Physical Environment
10528000,Mosquito Control,,,,,,,,,,541000,Communication Services,Operating Expenditures,"20,000.00",105,Human Services
10528000,Mosquito Control,,,,,,,,,,542000,Freight & Postage Services,Operating Expenditures,"3,000.00",105,Human Services
10528000,Mosquito Control,,,,,,,,,,543000,Utility Services,Operating Expenditures,"6,000.00",105,Human Services
10528000,Mosquito Control,,,,,,,,,,544000,Rentals & Leases,Operating Expenditures,"2,500.00",105,Human Services
10528000,Mosquito Control,,,,,,,,,,546000,Repair & Maintenance,Operating Expenditures,"24,000.00",105,Human Services
10528000,Mosquito Control,,,,,,,,,,546001,Tires,Operating Expenditures,"4,000.00",105,Human Services
00119000,Environmental Services,,,,,,,,,,549000,Other Current Charges,Operating Expenditures,500.00,001,Physical Environment
11040000,Housing & Urban Development,,,,,,,,,,549003,FSS Deposits,Operating Expenditures,"50,000.00",110,Economic Environment
00105000,Geographic Info Systems,,,,,,,,,,551000,Office Supplies,Operating Expenditures,300.00,001,General Government
00101020,Guardian Ad Litem,,,,,,,,,,552000,Operating Supplies,Operating Expenditures,"1,000.00",001,Court Related Cost
00117000,Building Construction and Maintenance,,,,,,,,,,552002,Fuel,Operating Expenditures,"80,000.00",001,General Government
00105000,Geographic Info Systems,,,,,,,,,,554000,Books Publications Subscriptions or Memberships,Operating Expenditures,"18,525.00",001,General Government
10629000,Mosquito Control State Aid,,,,,,,,10630,Grant Mosquito Control State Aid,534000,Other Services,Operating Expenditures,"2,000.00",106,Human Services
10629000,Mosquito Control State Aid,,,,,,,,10630,Grant Mosquito Control State Aid,540000,Travel & Per Diem,Operating Expenditures,"11,000.00",106,Human Services
11040000,Housing & Urban Development,,,,,,,,,,552000,Operating Supplies,Operating Expenditures,"6,500.00",110,Economic Environment
00105000,Geographic Info Systems,,,,,,,,,,555000,Training,Operating Expenditures,"12,000.00",001,General Government
10116020,Mossy Head Wastewater Treatment Facility,,,,,,,,,,512000,Regular Salaries & Wages,Personnel Services,"54,571.00",101,General Government
10116020,Mossy Head Wastewater Treatment Facility,,,,,,,,,,514000,Overtime,Personnel Services,"3,000.00",101,General Government
10116020,Mossy Head Wastewater Treatment Facility,Employer payroll taxes include the County's required contributions for Social Security (FICA) and Medicare. Contributions are budgeted using federally established tax rates applicable to eligible employee compensation.,,,,,,,,,521000,FICA Taxes & Medicare,Personnel Services,"4,152.00",101,General Government
10116020,Mossy Head Wastewater Treatment Facility,Employer retirement contribution rates are established annually by the Florida Legislature in accordance with state law and are applied based on each employee's FRS membership class.,,,,,,,,,522000,Retirement Contributions,Personnel Services,"17,513.00",101,General Government
10116020,Mossy Head Wastewater Treatment Facility,Employer contributions for employee life and health insurance are budgeted based on the County's adopted benefit plans and applicable coverage elections.,,,,,,,,,523000,Life & Health Insurance,Personnel Services,"13,344.00",101,General Government
10116020,Mossy Head Wastewater Treatment Facility,"Workers' compensation premiums are budgeted based on employee classifications, payroll, and rates established by the County's workers' compensation insurance provider.",,,,,,,,,524000,Workers Compensation,Personnel Services,"2,220.00",101,General Government
00106000,Human Resources,Employee Screening Services,,,Active Contract,"AssureHire, Inc.",,https://www.mywaltonfl.gov/DocumentCenter/View/45330/Complete_with_Docusign_AIR_25-1520_Assure_HI,,,531000,Professional Services,Operating Expenditures,"29,600.00",001,General Government
00102013,Lakeview,Statutory & Other,,,,,,,10246,Lakeview Center (Women & Children),531000,Professional Services,Operating Expenditures,"75,000.00",001,Human Services
10116020,Mossy Head Wastewater Treatment Facility,,,,,,,,,,540000,Travel & Per Diem,Operating Expenditures,"1,000.00",101,General Government
10116020,Mossy Head Wastewater Treatment Facility,,,,,,,,,,541000,Communication Services,Operating Expenditures,"2,200.00",101,General Government
10116020,Mossy Head Wastewater Treatment Facility,,,,,,,,,,543000,Utility Services,Operating Expenditures,"34,000.00",101,General Government
10116020,Mossy Head Wastewater Treatment Facility,,,,,,,,,,546000,Repair & Maintenance,Operating Expenditures,"75,000.00",101,General Government
00117000,Building Construction and Maintenance,,,,,,,,,,549000,Other Current Charges,Operating Expenditures,"2,000.00",001,General Government
11040000,Housing & Urban Development,,,,,,,,,,551000,Office Supplies,Operating Expenditures,"1,000.00",110,Economic Environment
00106000,Human Resources,,,,,,,,,,552000,Operating Supplies,Operating Expenditures,"32,000.00",001,General Government
11040000,Housing & Urban Development,,,,,,,,,,552002,Fuel,Operating Expenditures,500.00,110,Economic Environment
11040000,Housing & Urban Development,,,,,,,,,,554000,Books Publications Subscriptions or Memberships,Operating Expenditures,"1,000.00",110,Economic Environment
11040000,Housing & Urban Development,,,,,,,,,,555000,Training,Operating Expenditures,"2,000.00",110,Economic Environment
10225010,MSBU,,,,,,,,,,531000,Professional Services,Operating Expenditures,"43,225.00",102,Physical Environment
11141010,Beach Operations,14k Tilt Trailer - Replacement,Equipment,8880,,,,,,,564000,Machinery & Equipment,Capital Outlay,"12,000.00",111,Economic Environment
00101080,Property Appraiser,,,,,,,,,,524000,Workers Compensation,Personnel Services,"25,000.00",001,General Government
11141100,North Walton Tourist Development Tax,Sponsorships,,,,,,,,,548000,Promotional Activities,Operating Expenditures,"73,500.00",111,Economic Environment
11141100,North Walton Tourist Development Tax,Merch for Events,,,,,,,,,548000,Promotional Activities,Operating Expenditures,"25,433.00",111,Economic Environment
11040000,Housing & Urban Development,,,,,,,,,,549004,Portable Admin Fee,Operating Expenditures,"6,500.00",110,Economic Environment
00107000,Office of Management and Budget,,,,,,,,,,512000,Regular Salaries & Wages,Personnel Services,"721,014.00",001,General Government
00107000,Office of Management and Budget,,,,,,,,,,512007,PTO Buyback,Personnel Services,0.00,001,General Government
00106000,Human Resources,,,,,The Krizner Group,,,,,531000,Professional Services,,,001,General Government
00107000,Office of Management and Budget,Employer payroll taxes include the County's required contributions for Social Security (FICA) and Medicare. Contributions are budgeted using federally established tax rates applicable to eligible employee compensation.,,,,,,,,,521000,FICA Taxes & Medicare,Personnel Services,"53,638.00",001,General Government
00107000,Office of Management and Budget,Employer retirement contribution rates are established annually by the Florida Legislature in accordance with state law and are applied based on each employee's FRS membership class.,,,,,,,,,522000,Retirement Contributions,Personnel Services,"141,247.00",001,General Government
00107000,Office of Management and Budget,Employer contributions for employee life and health insurance are budgeted based on the County's adopted benefit plans and applicable coverage elections.,,,,,,,,,523000,Life & Health Insurance,Personnel Services,"100,487.00",001,General Government
00107000,Office of Management and Budget,"Workers' compensation premiums are budgeted based on employee classifications, payroll, and rates established by the County's workers' compensation insurance provider.",,,,,,,,,524000,Workers Compensation,Personnel Services,890.00,001,General Government
00107000,Office of Management and Budget,,,,,,,,,,531000,Professional Services,Operating Expenditures,0.00,001,General Government
00107000,Office of Management and Budget,,,,,,,,,,540000,Travel & Per Diem,Operating Expenditures,"12,000.00",001,General Government
00107000,Office of Management and Budget,,,,,,,,,,541000,Communication Services,Operating Expenditures,"5,000.00",001,General Government
00107000,Office of Management and Budget,,,,,,,,,,542000,Freight & Postage Services,Operating Expenditures,250.00,001,General Government
00107000,Office of Management and Budget,,,,,,,,,,544000,Rentals & Leases,Operating Expenditures,"3,500.00",001,General Government
00107000,Office of Management and Budget,,,,,,,,,,546000,Repair & Maintenance,Operating Expenditures,"2,000.00",001,General Government
00108000,Libraries,,,,,,,,,,552000,Operating Supplies,Operating Expenditures,"100,000.00",001,Culture and Recreation
00106000,Human Resources,,,,,,,,,,552002,Fuel,Operating Expenditures,"2,000.00",001,General Government
00106000,Human Resources,,,,,,,,,,554000,Books Publications Subscriptions or Memberships,Operating Expenditures,"2,500.00",001,General Government
00106000,Human Resources,,,,,,,,,,555000,Training,Operating Expenditures,"14,000.00",001,General Government
00103000,Office of the County Attorney,,,,,,,,,,512000,Regular Salaries & Wages,Personnel Services,"714,202.00",001,General Government
00103000,Office of the County Attorney,,,,,,,,,,512007,PTO Buyback,Personnel Services,0.00,001,General Government
00103000,Office of the County Attorney,Employer payroll taxes include the County's required contributions for Social Security (FICA) and Medicare. Contributions are budgeted using federally established tax rates applicable to eligible employee compensation.,,,,,,,,,521000,FICA Taxes & Medicare,Personnel Services,"57,614.00",001,General Government
00103000,Office of the County Attorney,Employer retirement contribution rates are established annually by the Florida Legislature in accordance with state law and are applied based on each employee's FRS membership class.,,,,,,,,,522000,Retirement Contributions,Personnel Services,"158,912.00",001,General Government
00103000,Office of the County Attorney,Employer contributions for employee life and health insurance are budgeted based on the County's adopted benefit plans and applicable coverage elections.,,,,,,,,,523000,Life & Health Insurance,Personnel Services,"121,432.50",001,General Government
00103000,Office of the County Attorney,"Workers' compensation premiums are budgeted based on employee classifications, payroll, and rates established by the County's workers' compensation insurance provider.",,,,,,,,,524000,Workers Compensation,Personnel Services,764.00,001,General Government
00102013,Lakeview,Statutory & Other,,,,,,,10247,Lakeview Center (Mental Health),531000,Professional Services,Operating Expenditures,"50,000.00",001,Human Services
00103000,Office of the County Attorney,,,,,,,,,,533000,Court Reporter Services,Operating Expenditures,"10,000.00",001,General Government
00103000,Office of the County Attorney,,,,,,,,,,540000,Travel & Per Diem,Operating Expenditures,"10,000.00",001,General Government
00103000,Office of the County Attorney,,,,,,,,,,541000,Communication Services,Operating Expenditures,"5,500.00",001,General Government
00103000,Office of the County Attorney,,,,,,,,,,542000,Freight & Postage Services,Operating Expenditures,500.00,001,General Government
00103000,Office of the County Attorney,,,,,,,,,,544000,Rentals & Leases,Operating Expenditures,"10,000.00",001,General Government
00103000,Office of the County Attorney,,,,,,,,,,546000,Repair & Maintenance,Operating Expenditures,"10,000.00",001,General Government
00106000,Human Resources,,,,,,,,,,551000,Office Supplies,Operating Expenditures,"1,800.00",001,General Government
10528000,Mosquito Control,,,,,,,,,,552000,Operating Supplies,Operating Expenditures,"252,316.00",105,Human Services
00108000,Libraries,,,,,,,,,,552002,Fuel,Operating Expenditures,"5,000.00",001,Culture and Recreation
00108000,Libraries,,,,,,,,,,554000,Books Publications Subscriptions or Memberships,Operating Expenditures,"20,000.00",001,Culture and Recreation
00108000,Libraries,Youth services staff continuing education courses for certifications,,,,,,,,,555000,Training,Operating Expenditures,"4,000.00",001,Culture and Recreation
00112000,Recreation,,,,,,,,,,512000,Regular Salaries & Wages,Personnel Services,"354,525.00",001,Culture and Recreation
00112000,Recreation,,,,,,,,,,512007,PTO Buyback,Personnel Services,0.00,001,Culture and Recreation
00112000,Recreation,,,,,,,,,,513000,Other Salaries & Wages,Personnel Services,"65,000.00",001,Culture and Recreation
00108000,Libraries,Integrated Library System (ILS),,,Active Contract,The Library Corporation,,,,,554000,Books Publications Subscriptions or Memberships,Operating Expenditures,"60,000.00",001,Culture and Recreation
00108000,Libraries,Digital Library Services,,,,,,,,,554000,Books Publications Subscriptions or Memberships,Operating Expenditures,"40,000.00",001,Culture and Recreation
00112000,Recreation,,,,,,,,,,514000,Overtime,Personnel Services,"10,000.00",001,Culture and Recreation
00112000,Recreation,Employer payroll taxes include the County's required contributions for Social Security (FICA) and Medicare. Contributions are budgeted using federally established tax rates applicable to eligible employee compensation.,,,,,,,,,521000,FICA Taxes & Medicare,Personnel Services,"27,064.00",001,Culture and Recreation
00112000,Recreation,Employer retirement contribution rates are established annually by the Florida Legislature in accordance with state law and are applied based on each employee's FRS membership class.,,,,,,,,,522000,Retirement Contributions,Personnel Services,"48,189.00",001,Culture and Recreation
00108000,Libraries,Print and e-books circulation and costs,,,,,,,,,566000,Books Publications Library Materials,Capital Outlay,"130,000.00",001,Culture and Recreation
00112000,Recreation,Employer contributions for employee life and health insurance are budgeted based on the County's adopted benefit plans and applicable coverage elections.,,,,,,,,,523000,Life & Health Insurance,Personnel Services,"86,490.00",001,Culture and Recreation
00112000,Recreation,"Workers' compensation premiums are budgeted based on employee classifications, payroll, and rates established by the County's workers' compensation insurance provider.",,,,,,,,,524000,Workers Compensation,Personnel Services,390.00,001,Culture and Recreation
00102013,Lakeview,Statutory & Other,,,,,,,10248,Lakeview Center (Baker Act),531000,Professional Services,Operating Expenditures,"50,000.00",001,Human Services
11141060,Marketing,"Contractual Services: Page Freezer, Datafy, Hootsuite, Klear, Threshold 360, Mozeo, Programmatic services ",,,Active Contract,"Zehnder, Inc",24-27,https://www.mywaltonfl.gov/DocumentCenter/View/45317/Contract-24-27-Zehnder,10655,Advertising Services,534000,Other Services,Operating Expenditures,"658,448.00",111,Economic Environment
00112000,Recreation,,,,,,,,,,541000,Communication Services,Operating Expenditures,"4,000.00",001,Culture and Recreation
00112000,Recreation,,,,,,,,,,544000,Rentals & Leases,Operating Expenditures,"10,000.00",001,Culture and Recreation
11141060,Marketing,Digital Asset Management / User-Generated Content Platform,,,Active Contract,"Crowdriff, Inc",,https://www.mywaltonfl.gov/DocumentCenter/View/45331/Walton20242025CrowdRiff-Executed,,,534000,Other Services,Operating Expenditures,"25,000.00",111,Economic Environment
11141060,Marketing,Public Relations ,,,Active Contract,"Turner Public Relations, LLC",25-17,https://www.mywaltonfl.gov/DocumentCenter/View/45318/Public-Relations-Services-Agreement,,,534000,Other Services,Operating Expenditures,"86,000.00",111,Economic Environment
11141060,Marketing,Tourism Analytics Platform,,,Active Contract,"Key Data Dashboard, Inc",,https://www.mywaltonfl.gov/DocumentCenter/View/45323/Key-Data---Walton-County---20202021-agreement---Fully-executed-1,,,534000,Other Services,Operating Expenditures,"84,600.00",111,Economic Environment
11141060,Marketing,Marketing Research Services,,,Active Contract,Downs & St. Germain Research,24-37,https://www.mywaltonfl.gov/DocumentCenter/View/45319/24-37,,,534000,Other Services,Operating Expenditures,"65,000.00",111,Economic Environment
11141060,Marketing,Customer Relationship Management Platform,,,Active Contract,Granicus LLC,,https://www.mywaltonfl.gov/DocumentCenter/View/45345/Simpleview-CRM-Agreement,,,534000,Other Services,Operating Expenditures,"25,000.00",111,Economic Environment
00112000,Recreation,,,,,,,,,,545000,Insurance,Operating Expenditures,"8,235.00",001,Culture and Recreation
00112000,Recreation,,,,,,,,,,546000,Repair & Maintenance,Operating Expenditures,"1,000.00",001,Culture and Recreation
00108000,Libraries,,,,,,,,,,551000,Office Supplies,Operating Expenditures,"3,000.00",001,Culture and Recreation
10629000,Mosquito Control State Aid,,,,,,,,10630,GRANT MOSQUITO CONTROL STATE AID,552000,Operating Supplies,Operating Expenditures,"45,588.00",106,Human Services
10528000,Mosquito Control,,,,,,,,,,552002,Fuel,Operating Expenditures,"45,000.00",105,Human Services
10528000,Mosquito Control,,,,,,,,,,554000,Books Publications Subscriptions or Memberships,Operating Expenditures,"15,000.00",105,Human Services
00101110,Supervisor of Elections,,,,,,,,,,560000,Capital Outlay Budget,Capital Outlay,"91,420.00",001,General Government
00104000,Planning,,,,,,,,,,512000,Regular Salaries & Wages,Personnel Services,"2,980,561.00",001,General Government
00104000,Planning,,,,,,,,,,512007,PTO Buyback,Personnel Services,0.00,001,General Government
00104000,Planning,Employer payroll taxes include the County's required contributions for Social Security (FICA) and Medicare. Contributions are budgeted using federally established tax rates applicable to eligible employee compensation.,,,,,,,,,521000,FICA Taxes & Medicare,Personnel Services,"228,013.00",001,General Government
00104000,Planning,Employer retirement contribution rates are established annually by the Florida Legislature in accordance with state law and are applied based on each employee's FRS membership class.,,,,,,,,,522000,Retirement Contributions,Personnel Services,"408,982.00",001,General Government
00104000,Planning,Employer contributions for employee life and health insurance are budgeted based on the County's adopted benefit plans and applicable coverage elections.,,,,,,,,,523000,Life & Health Insurance,Personnel Services,"663,802.00",001,General Government
11141100,North Walton Tourist Development Tax,Media Plan,,,Active Contract,"Zehnder, Inc",24-27,https://www.mywaltonfl.gov/DocumentCenter/View/45314/ocampo-agreement,10655,Advertising Services,548000,Promotional Activities,Operating Expenditures,"224,165.00",111,Economic Environment
11141100,North Walton Tourist Development Tax,Service Fees,,,Active Contract,"Zehnder, Inc",24-27,https://www.mywaltonfl.gov/DocumentCenter/View/45314/ocampo-agreement,10655,Advertising Services,548000,Promotional Activities,Operating Expenditures,"26,900.00",111,Economic Environment
00104000,Planning,"Workers' compensation premiums are budgeted based on employee classifications, payroll, and rates established by the County's workers' compensation insurance provider.",,,,,,,,,524000,Workers Compensation,Personnel Services,"3,251.00",001,General Government
11141060,Marketing,,,,,,,,,,534000,Other Services,Operating Expenditures,"234,600.00",111,Economic Environment
10528000,Mosquito Control,Portion of the Walton County Property Appraiser Budget (approx. 0.42%),,,,,,,,,531000,Professional Services,Operating Expenditures,"24,500.00",105,Human Services
10116020,Mossy Head Wastewater Treatment Facility,"Services needs for FDEP permit requirements  as well as design, permitting and/or CEI services for general plant operation (grit removal system and effluent disposal modifications/expansion).",,,Task Order Services,,,,,,531000,Professional Services,Operating Expenditures,"100,000.00",101,General Government
11141060,Marketing,Regional Tourism Communications Partnership,,,Active Contract,Florida's Coastal Northwest Communications Council,,,,,554000,Books Publications Subscriptions or Memberships,Operating Expenditures,"265,500.00",111,Economic Environment
00104000,Planning,,,,,,,,,,540000,Travel & Per Diem,Operating Expenditures,"44,000.00",001,General Government
00104000,Planning,,,,,,,,,,541000,Communication Services,Operating Expenditures,"23,200.00",001,General Government
11141060,Marketing,"Media plan: Leisure, Group, WCT, Beach Safety",,,Active Contract,"Zehnder, Inc",24-27,https://www.mywaltonfl.gov/DocumentCenter/View/45317/Contract-24-27-Zehnder,10655,Advertising Services,548000,Promotional Activities,Operating Expenditures,"7,892,149.00",111,Economic Environment
11141060,Marketing,"Social, Digital, Reputation Management Projects",,,Active Contract,"Zehnder, Inc",24-27,https://www.mywaltonfl.gov/DocumentCenter/View/45317/Contract-24-27-Zehnder,10655,Advertising Services,548000,Promotional Activities,Operating Expenditures,"1,115,000.00",111,Economic Environment
